,chemical_symbol,atomic_number,atomic_energy_hfomo,atomic_energy_hpomo,atomic_energy_lfumo,atomic_energy_lpumo,electron_affinity_energy_difference,ionization_energy_energy_difference,electron_affinity_half_charged_homo,ionization_energy_half_charged_homo,r_up_s_neg_1.0,r_up_p_neg_1.0,r_up_d_neg_1.0,r_up_val_neg_1.0,r_up_s_neg_0.5,r_up_p_neg_0.5,r_up_d_neg_0.5,r_up_val_neg_0.5,r_up_s_0.0,r_up_p_0.0,r_up_d_0.0,r_up_val_0.0,r_up_s_0.5,r_up_p_0.5,r_up_d_0.5,r_up_val_0.5,r_up_s_1.0,r_up_p_1.0,r_up_d_1.0,r_up_val_1.0,r_dn_s_neg_1.0,r_dn_p_neg_1.0,r_dn_d_neg_1.0,r_dn_val_neg_1.0,r_dn_s_neg_0.5,r_dn_p_neg_0.5,r_dn_d_neg_0.5,r_dn_val_neg_0.5,r_dn_s_0.0,r_dn_p_0.0,r_dn_d_0.0,r_dn_val_0.0,r_dn_s_0.5,r_dn_p_0.5,r_dn_d_0.5,r_dn_val_0.5,r_dn_s_1.0,r_dn_p_1.0,r_dn_d_1.0,r_dn_val_1.0
91,U,92.0,-5.444612723399809e-19,-3.0820911436667524e-19,-1.676421485407872e-19,-3.0820911436667524e-19,8.007161250089362e-20,9.01669866458638e-19,1.5593985050246405e-19,9.610271937479806e-19,1.93645,,1.0536500000000002,0.54995,1.90445,,1.3494500000000005,0.56645,1.86705,,1.30885,0.56865,1.80535,,1.24975,0.56635,1.7775500000000002,,1.23825,0.56925,1.9764500000000005,,0.57375,0.54995,1.95315,,0.56645,0.56645,1.9139500000000005,,0.56865,0.56865,1.84685,,0.56635,0.56635,1.8128500000000003,,0.56925,0.56925
92,Np,93.0,-5.146015066581311e-19,-2.1351246519429121e-19,-8.048053601602561e-20,-2.1351246519429121e-19,2.4971281282003747e-19,8.919696483340333e-19,2.4286914741720963e-19,9.952737190175809e-19,1.9256500000000003,,1.4206500000000002,0.54505,1.89455,,1.37115,0.54725,1.86065,,1.32425,0.54945,1.7879500000000002,,1.2405500000000005,0.54515,1.7712500000000002,,1.24195,0.54965,1.9764500000000005,,0.54505,0.54505,1.94695,,0.54725,0.54725,1.9139500000000005,,0.54945,0.54945,1.83745,,0.54515,0.54515,1.8047500000000003,,0.54965,0.54965
93,Pu,94.0,-5.404654438477057e-19,-4.919002661180161e-19,-2.293611963272448e-19,-4.919002661180161e-19,2.1343359004388765e-19,9.112699645785845e-19,2.6368783042788483e-19,8.764707204086399e-19,2.00445,,,0.52325,1.92875,,,0.52395,1.82025,,,0.52585,1.7808500000000005,,,0.52595,1.7307500000000002,,,0.52695,2.15605,,,0.52325,2.04965,,,0.52395,1.89445,,,0.52585,1.83855,,,0.52595,1.7543500000000003,,,0.52695
94,Am,95.0,-5.488720645770432e-19,-5.488720645770432e-19,-2.1740094785297284e-19,-2.1740094785297284e-19,2.6643062863157463e-19,9.323357832601614e-19,2.7471881646209283e-19,9.338238369034177e-19,1.90225,,,0.50535,1.84615,,,0.50505,1.78415,,,0.50465,1.7354500000000002,,,0.50465,1.6820500000000005,,,0.50455,1.97485,,,0.50535,1.92315,,,0.50505,1.8615500000000005,,,0.50465,1.8049500000000005,,,0.50465,1.7263500000000005,,,0.50455
95,Cm,96.0,-5.5988062013856005e-19,-1.9589493107197442e-19,-6.270118205500799e-20,-1.9589493107197442e-19,2.44689476428406e-19,9.13505545669691e-19,2.537703571451328e-19,1.0243932791006211e-18,1.7998500000000002,,1.3216500000000002,0.48635,1.77435,,1.2790500000000002,0.48775,1.75025,,1.24415,0.48945,1.6803500000000002,,1.1525500000000002,0.48715,1.66115,,1.1445500000000002,0.48855,1.8553500000000005,,1.3216500000000002,0.48635,1.8290500000000005,,1.2790500000000002,0.48775,1.80185,,1.24415,0.48945,1.7367500000000002,,1.1525500000000002,0.48715,1.7087500000000002,,1.1445500000000002,0.48855
96,Bk,97.0,-5.79813299477933e-19,-3.135011037451776e-19,-1.4585895520439042e-19,-3.135011037451776e-19,2.410216775702956e-19,9.715262411663509e-19,3.375898292389057e-19,1.0344581526324865e-18,1.89795,,,0.47345,1.83605,,,0.47445,1.7414500000000002,,,0.47355,1.6622500000000002,,,0.47205,1.63085,,,0.47345,1.96785,,,0.47345,1.90525,,,0.47445,1.7970500000000005,,,0.47355,1.7040500000000005,,,0.47205,1.6557500000000005,,,0.47345
97,Cf,98.0,-5.929607608282175e-19,-4.434264124557122e-19,-1.12000156677024e-19,-4.434264124557122e-19,2.299863336186725e-19,9.905161516508848e-19,4.090340891136192e-19,9.92995423862803e-19,1.98515,,,0.46105,1.86485,,,0.46275,1.7245500000000002,,,0.46005,1.66755,,,0.45995,1.62305,,,0.46005,1.92125,,,0.46105,1.92015,,,0.46275,1.7608500000000002,,,0.46005,1.6941500000000005,,,0.45995,1.6366500000000002,,,0.46005
98,Es,99.0,-6.038155074341377e-19,-5.499759642687743e-19,-5.006209134650305e-19,-5.499759642687743e-19,2.8656228224291304e-19,1.002406609262222e-18,4.388377786137408e-19,9.577363229688577e-19,1.9479500000000003,,,0.44885,1.87235,,,0.45035,1.7039500000000003,,,0.44745,1.66115,,,0.44855,1.60695,,,0.44865,1.98805,,,0.44885,1.90925,,,0.45035,1.7308500000000002,,,0.44745,1.6806500000000002,,,0.44855,1.61665,,,0.44865
99,Fm,100.0,-6.133148126188607e-19,-5.868276287237952e-19,-2.07850373016384e-20,-5.868276287237952e-19,2.5690998246154394e-19,9.887413244993062e-19,2.838864710863104e-19,9.418106873581057e-19,2.00695,,,0.43985,1.85235,,,0.43825,1.69945,,,0.43665,1.6540500000000002,,,0.43755,1.6002500000000002,,,0.43775,1.98905,,,0.43985,1.87175,,,0.43825,1.7167500000000002,,,0.43665,1.66545,,,0.43755,1.60305,,,0.43775
100,Md,101.0,-5.942441043014785e-19,-5.6349993712494725e-19,3.8311247356569596e-20,-5.6349993712494725e-19,1.8615433807826392e-19,9.808901784136197e-19,1.7421267486268805e-19,9.067662781313472e-19,2.05715,,,0.42845,1.83035,,,0.42715,1.69545,,,1.69545,1.6521500000000002,,,0.42745,1.61515,,,0.42735,2.05715,,,0.42845,1.83635,,,0.42715,1.70145,,,1.69545,1.6465500000000002,,,0.42745,1.61675,,,0.42735
101,No,102.0,-6.407873351357184e-19,-6.407873351357184e-19,8.602086277075201e-21,8.602086277075201e-21,3.3955025254001745e-19,1.0600891332911896e-18,3.319213283545152e-19,1.0590675855279745e-18,1.77615,,,2.18425,1.6941500000000005,,,2.19665,1.64525,,,1.64525,1.5892500000000005,,,1.5892500000000005,1.5472500000000002,,,1.5472500000000002,1.76235,,,2.18425,1.7226500000000002,,,2.19665,1.64525,,,1.64525,1.5913500000000005,,,1.5892500000000005,1.54405,,,1.5472500000000002
