,chemical_symbol,atomic_number,atomic_energy_hfomo,atomic_energy_hpomo,atomic_energy_lfumo,atomic_energy_lpumo,electron_affinity_energy_difference,ionization_energy_energy_difference,electron_affinity_half_charged_homo,ionization_energy_half_charged_homo,atomic_radius_neg_charged_s,atomic_radius_neg_charged_p,atomic_radius_neg_charged_d,atomic_radius_neg_charged,atomic_radius_neg_half_charged_s,atomic_radius_neg_half_charged_p,atomic_radius_neg_half_charged_d,atomic_radius_neg_half_charged,atomic_radius_s,atomic_radius_p,atomic_radius_d,atomic_radius,atomic_radius_half_charged_s,atomic_radius_half_charged_p,atomic_radius_half_charged_d,atomic_radius_half_charged,atomic_radius_charged_s,atomic_radius_charged_p,atomic_radius_charged_d,atomic_radius_charged
23,Cr,24.0,-7.0894553076117135e-19,-7.0894553076117135e-19,-7.036198956736322e-19,-7.0894553076117135e-19,-8.069463808212068e-20,1.170956937271006e-18,-1.01249551551456e-19,1.1729647193240256e-18,1.6043500000000002,0.44895,,0.44895,1.49395,,0.44145,0.44145,1.4245500000000002,,0.43935,0.43935,1.38315,,0.44025,0.44025,1.34675,,0.44105,0.44105
24,Mn,25.0,-6.996064432385282e-19,-7.015867335418368e-19,2.9717011744936324e-19,-7.015867335418368e-19,-9.213119429910178e-20,1.1853262457505828e-18,-1.5507787948047361e-19,1.1879498772583681e-18,1.47195,0.41375,,0.41375,1.40345,,0.40825,0.40825,1.3681500000000002,,0.40825,0.40825,1.3380500000000002,,0.40905,0.40905,1.30255,,0.40875,0.40875
25,Fe,26.0,-7.039227070549632e-19,-7.05055445925869e-19,-6.642143616850561e-20,-7.05055445925869e-19,-1.5981992814386266e-19,1.1971094569101176e-18,-2.218582032120384e-19,1.1873827067346048e-18,1.47395,0.38035,,0.38025,1.3797500000000005,,0.37985,0.37985,1.33295,,0.38215,0.38215,1.29075,,0.38505,0.38505,1.23965,,0.38625,0.38635
26,Co,27.0,-7.030062620278656e-19,-7.070165101097279e-19,4.23823781500224e-20,-7.070165101097279e-19,-1.7144111919473086e-19,1.2270281618657034e-18,-2.1187664286445441e-19,1.200297852474874e-18,1.42345,0.35715,,0.35725,1.33885,,0.35715,0.35715,1.2915500000000002,,0.35905,0.35895,1.2485500000000005,,0.36125,0.36125,1.19155,,0.36135,0.36135
27,Ni,28.0,-7.080082574380031e-19,-7.080082574380031e-19,-7.005533296214207e-19,-7.080082574380031e-19,-1.7061441528214542e-19,1.2622812049313197e-18,-2.0020959271178889e-19,1.215034673032992e-18,1.3802500000000002,0.33585,,0.33585,1.3012500000000002,,0.33615,0.33625,1.2531500000000002,,0.33775,0.33775,1.20965,,0.33955,0.33955,1.1477500000000005,,0.33955,0.33945
28,Cu,29.0,-7.330502780211071e-19,-7.330502780211071e-19,-7.330502780211071e-19,-7.330502780211071e-19,-1.9781936469154185e-19,1.3350901235476822e-18,-2.2230521048924164e-19,1.3256136990473664e-18,1.35105,0.31955,,0.31955,1.2513500000000002,,0.31875,1.2513500000000002,1.1988500000000002,,0.31905,1.1988500000000002,1.1565500000000002,,0.31855,1.1565500000000002,1.1283500000000002,,0.31795,1.1283500000000002
29,Zn,30.0,-9.577875926207233e-19,-9.577875926207233e-19,-1.1194408049529602e-19,-1.1194408049529602e-19,2.559901616388424e-19,1.5927755178268223e-18,2.6291718347328e-19,1.5878723879294977e-18,1.15955,0.29975,1.83285,1.83285,1.1320500000000002,1.7061500000000005,0.29975,1.7061500000000005,1.10495,,0.29975,1.10495,1.0737500000000002,,0.29945,1.0737500000000002,1.05065,,0.29915,1.05065
30,Ga,31.0,-1.4158562972139263e-18,-3.891670990156993e-19,-3.891670990156993e-19,-3.891670990156993e-19,7.213178911092489e-20,9.088671194085892e-19,7.863482854886401e-20,8.967847177837633e-19,1.03255,0.28235,1.5819500000000002,1.5819500000000002,1.0188500000000005,1.4480500000000005,0.28235,1.4480500000000005,1.0033500000000002,1.3397500000000002,0.28235,1.3397500000000002,0.98685,1.26225,0.28225,1.26225,0.97045,1.2086500000000002,0.28225,1.2086500000000002
31,Ge,32.0,-1.869555866162208e-18,-6.127444377418562e-19,-6.127444377418562e-19,-6.127444377418562e-19,-9.139650819961009e-20,1.1934528716916311e-18,-8.544728354050559e-20,1.18304721679872e-18,0.93665,0.26665,1.3036500000000002,1.3036500000000002,0.92995,1.22965,0.26665,1.22965,0.92235,1.17105,0.26665,1.17105,0.91415,1.1262500000000002,0.26665,1.1262500000000002,0.90585,1.09295,0.26655,1.09295
32,As,33.0,-8.273287590954626e-19,-8.273287590954626e-19,-8.273287590954626e-19,-8.273287590954626e-19,-2.4732418216151466e-19,1.4670317346839738e-18,-2.4180530214099843e-19,1.4580351989331072e-18,0.86685,0.25245,1.1280500000000002,1.1280500000000002,0.86185,1.08485,0.25245,1.08495,0.85585,1.0498500000000002,0.25245,1.0498500000000002,0.84895,1.02215,0.25245,1.02215,0.84155,1.00035,0.25245,1.00035
33,Se,34.0,-1.040789954637888e-18,-1.040789954637888e-18,8.5583788988597775e-19,-1.040789954637888e-18,-4.030996765796512e-19,1.7375969803551777e-18,-3.98477347359168e-19,1.7296986645793345e-18,0.8077500000000001,0.23965,1.00805,1.00805,0.80415,0.98045,0.23965,0.98045,0.7997500000000001,0.95725,0.23965,0.95735,0.7947500000000001,0.93815,0.23965,0.93825,0.78925,0.92255,0.23965,0.92265
34,Br,35.0,-1.257525999193229e-18,-1.257525999193229e-18,9.352449675660673e-19,-1.257525999193229e-18,-5.616550852212857e-19,2.0095994617707362e-18,-5.591003601242303e-19,2.0030380069709184e-18,0.75765,0.22815,0.91885,0.91885,0.75485,0.8995500000000001,0.22815,0.8995500000000001,0.75155,0.88305,0.22815,0.88305,0.74755,0.86905,0.22815,0.86905,0.7433500000000001,0.8572500000000001,0.22815,0.8571500000000001
35,Kr,36.0,-1.4788506775905411e-18,-1.4788506775905411e-18,6.84321678276096e-19,6.84321678276096e-19,3.2968516083276907e-19,2.288609926206537e-18,3.2901017343452164e-19,2.282693129601696e-18,2.55405,,,2.55405,2.50505,,,2.50505,0.70935,0.82165,0.21765,0.82165,0.7071500000000001,0.81345,0.21765,0.81345,0.70475,0.80645,0.21765,0.80645
36,Rb,37.0,-3.4546933386000004e-19,-3.4546933386000004e-19,-3.4546933386000004e-19,-3.4546933386000004e-19,-5.0957108862939123e-20,6.511739257310989e-19,-5.07425357573568e-20,6.490497599691839e-19,2.73545,,,2.73545,2.48165,,,2.48165,2.31695,,,2.31695,2.22635,,,2.22635,0.66755,0.75585,0.20815,0.75585
37,Sr,38.0,-5.637306505583424e-19,-5.637306505583424e-19,-1.76143297690752e-19,-1.76143297690752e-19,1.541769451257407e-19,9.4161248529137e-19,1.5852576356843522e-19,9.405321504147072e-19,2.15115,1.7798500000000002,,2.26655,2.04685,,1.18755,2.26615,1.9539500000000003,,,1.9539500000000003,1.87375,,,1.87375,1.8111500000000005,,,1.8111500000000005
38,Y,39.0,-6.261690756475394e-19,-3.6641458882371843e-19,-3.6641458882371843e-19,-3.6641458882371843e-19,1.6638077090803021e-19,9.923033636725508e-19,1.7687709458307841e-19,9.751631980732993e-19,1.97295,1.0612500000000002,,1.0612500000000002,1.8816500000000005,,0.99195,0.99195,1.78595,,0.94535,0.94535,1.69765,,0.91275,0.91275,1.6342500000000002,,0.89365,0.89365
39,Zr,40.0,-6.92414272387757e-19,-5.535295920137088e-19,-5.535295920137088e-19,-5.535295920137088e-19,3.3630627748943204e-20,1.1388266165519793e-18,4.31658425175936e-20,1.1955618183837889e-18,1.84975,0.89785,,0.89785,1.7572500000000002,,0.86845,0.86845,1.6682500000000002,,0.84555,0.84555,1.5972500000000005,,0.82925,0.82925,1.57665,,0.8288500000000001,0.8288500000000001
40,Nb,41.0,-7.338657859210943e-19,-7.338657859210943e-19,-7.198211056631618e-19,-7.338657859210943e-19,-1.058614009316442e-19,1.147994059689629e-18,-9.63484932684288e-20,1.151086997567002e-18,1.7552500000000002,0.80705,,0.80715,1.6559500000000005,,0.7885500000000001,0.7885500000000001,1.5759500000000002,,0.7735500000000001,0.7735500000000001,1.54825,,0.7735500000000001,0.7735500000000001,1.52635,,0.77375,0.77375
41,Mo,42.0,-6.856018173961152e-19,-6.856018173961152e-19,-6.828028148395777e-19,-6.856018173961152e-19,-1.8340851176668144e-19,1.122690083232532e-18,-2.174746479775296e-19,1.1054169529910977e-18,1.6826500000000002,0.7412500000000001,,0.74115,1.5815500000000002,,0.72845,0.72845,1.5377500000000002,,0.72745,0.72745,1.5072500000000002,,0.7282500000000001,0.7282500000000001,1.4647500000000002,,0.7220500000000001,0.72195
42,Tc,43.0,-6.330263915845633e-19,-6.330263915845633e-19,-6.295416574343232e-19,-6.330263915845633e-19,-1.924073290259059e-19,1.1502295607081981e-18,-2.0591013712859521e-19,1.0913161965514368e-18,1.61865,0.68745,,0.68745,1.5471500000000002,,0.68505,0.68505,1.5065500000000005,,0.68555,0.68555,1.46755,,0.68515,0.68505,1.4079500000000005,,0.67865,0.67865
43,Ru,44.0,-5.814475196311488e-19,-5.814475196311488e-19,-5.712753002656896e-19,-5.814475196311488e-19,-1.4833005628691906e-19,1.2294031692135152e-18,-1.5200971125164162e-19,1.21300791960768e-18,1.5695500000000002,0.64595,,0.64595,1.51815,,0.6466500000000001,0.6466500000000001,1.47565,,0.64735,0.64735,1.41965,,0.64395,0.64395,1.3699500000000002,,0.63895,0.63885
44,Rh,45.0,-5.6349352841846405e-19,-5.6349352841846405e-19,-5.256869666974465e-19,-5.6349352841846405e-19,-8.813149015027155e-20,1.3424909955200621e-18,-9.51516673326912e-20,1.3336037538552962e-18,1.55815,0.61195,,0.61195,1.5007500000000005,,0.61275,0.61275,1.4462500000000005,,0.61295,0.61295,1.37335,,0.60855,0.60855,1.32285,,0.60445,0.60445
45,Pd,46.0,-6.56315630944512e-19,-6.56315630944512e-19,-5.402363325909311e-19,-5.402363325909311e-19,-7.21006556187837e-20,1.4519971560149236e-18,-6.61763031455232e-20,1.4382547263727101e-18,1.5496500000000002,0.5821500000000001,,0.5820500000000001,1.4754500000000002,,0.58175,0.58175,1.40755,,0.58065,0.58065,1.3336500000000002,,0.57725,0.57725,1.27995,,0.57415,0.57415
46,Ag,47.0,-7.015114312406593e-19,-7.015114312406593e-19,-7.015114312406593e-19,-7.015114312406593e-19,-1.8938634490038225e-19,1.2616632678342529e-18,-1.8611364280199042e-19,1.2537656906642113e-18,1.4509500000000002,0.5498500000000001,,1.4509500000000002,1.37515,,0.54945,1.37515,1.3170500000000005,,0.5488500000000001,1.3170500000000005,1.27435,,0.54805,1.27435,1.2430500000000002,,0.54695,1.2430500000000002
47,Cd,48.0,-9.083588416924225e-19,-9.083588416924225e-19,-1.2850738240112642e-19,-1.2850738240112642e-19,2.375824612411154e-19,1.4927701797950525e-18,2.436446009016768e-19,1.4895500130642437e-18,1.28805,0.5195500000000001,1.92965,1.92965,1.2594500000000002,1.8231500000000005,0.5195500000000001,1.8231500000000005,1.23185,,0.51935,1.23185,1.2008500000000002,,0.51865,1.2008500000000002,1.1765500000000002,,0.51785,1.1765500000000002
48,In,49.0,-1.2988012732982784e-18,-3.7550373679351684e-19,-3.7550373679351684e-19,-3.7550373679351684e-19,5.910613804664333e-20,8.545424499786994e-19,6.44363393353344e-20,8.444063596965695e-19,1.1682500000000002,0.49315,1.6966500000000002,1.6966500000000002,1.1548500000000002,1.5953500000000005,0.49315,1.5953500000000005,1.14095,1.5070500000000002,0.49305,1.5070500000000002,1.12695,1.43575,0.49295,1.43575,1.1135500000000005,1.3798500000000002,0.49265,1.3798500000000002
49,Sn,50.0,-1.680470185728634e-18,-5.773187104793474e-19,-5.773187104793474e-19,-5.773187104793474e-19,-1.0004904060564154e-19,1.1016292632690552e-18,-9.495459960833278e-20,1.0934903502258622e-18,1.0838500000000002,0.46955,1.4846500000000002,1.4846500000000002,1.0753500000000005,1.4108500000000002,0.46955,1.4108500000000002,1.0658500000000002,1.3539500000000002,0.46955,1.3539500000000002,1.0553500000000002,1.31095,0.46945,1.31095,1.04465,1.2790500000000002,0.46925,1.2790500000000002
50,Sb,51.0,-7.669122809017154e-19,-7.669122809017154e-19,-7.669122809017154e-19,-7.669122809017154e-19,-2.374021362683202e-19,1.3358142288727889e-18,-2.339722606419072e-19,1.3295230100021185e-18,1.01615,0.44845,1.32425,1.3240500000000002,1.01005,1.2776500000000002,0.44845,1.2775500000000002,1.0032500000000002,1.2386500000000005,0.44835,1.2385500000000005,0.99585,1.2065500000000002,0.44835,1.2067500000000002,0.98825,1.1808500000000002,0.44825,1.1807500000000002
51,Te,52.0,-9.509078462110078e-19,-9.509078462110078e-19,7.872326869833218e-19,-9.509078462110078e-19,-3.833068977023465e-19,1.5616486499383869e-18,-3.802301578248768e-19,1.5560819994195845e-18,0.95845,0.42935,1.20005,1.19995,0.95425,1.1723500000000002,0.42935,1.1724500000000002,0.94935,1.1483500000000002,0.42935,1.1483500000000002,0.94385,1.1277500000000005,0.42925,1.1277500000000005,0.93805,1.1102500000000002,0.42925,1.1103500000000002
52,I,53.0,-1.134406736767853e-18,-1.134406736767853e-18,7.834243131556801e-19,-1.134406736767853e-18,-5.265904981828721e-19,1.7839251974833253e-18,-5.2552194250550415e-19,1.779431829065587e-18,0.90905,0.41205,1.11315,1.11315,0.90595,1.0921500000000002,0.41195,1.0920500000000002,0.90215,1.07435,0.41195,1.07425,0.89785,1.05905,0.41195,1.05905,0.89325,1.04635,0.41195,1.04635
53,Xe,54.0,-1.3185304762068098e-18,-1.3185304762068098e-18,2.326825084621632e-19,2.326825084621632e-19,3.2859416827081943e-19,2.0126602792067875e-18,3.293242000521985e-19,2.008932414758841e-18,2.75385,,,2.75385,2.68475,,,2.68475,0.8603500000000001,1.01185,0.39615,1.01185,0.8583500000000001,1.0034500000000002,0.39615,1.0033500000000002,0.85645,0.99635,0.39605,0.99635
54,Cs,55.0,-3.193522527643392e-19,-3.193522527643392e-19,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,-4.591517759888639e-20,6.012151747785793e-19,2.97885,,,2.97885,2.72115,,,2.72115,2.53205,,,2.53205,2.42185,,,2.42185,0.81755,0.94165,0.38155,0.94165
55,Ba,56.0,-5.149924377536063e-19,-5.149924377536063e-19,-3.0389124837361924e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,1.8247990622601601e-19,8.5871219474369285e-19,2.61815,,,2.61815,2.36655,,,2.36655,2.19055,,,2.19055,2.12015,,,2.12015,2.07035,,,2.07035
56,La,57.0,-5.274413500972224e-19,-3.9882181533264e-19,-3.9882181533264e-19,-3.9882181533264e-19,8.890031063426338e-20,9.098354717619737e-19,9.55714376073408e-20,9.169913693252929e-19,2.20715,1.2928500000000005,,1.2928500000000005,2.12765,,1.23965,1.23965,2.04665,,1.1983500000000002,1.1983500000000002,1.96925,,1.1659500000000005,0.39765,1.92845,,1.15315,1.15315
57,Ce,58.0,-5.6169428407330575e-19,-3.930443664380352e-19,-3.930443664380352e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.0625475131483521e-19,1.0015991123164992e-18,2.12905,1.30425,,1.30425,2.07975,,1.2392500000000002,1.2392500000000002,2.02455,,1.18925,0.38005,1.95685,,1.14505,0.38015,1.91885,,1.13085,0.38135
58,Pr,59.0,-5.178811622009088e-19,-3.1232991263537283e-19,-3.1232991263537283e-19,-3.1232991263537283e-19,1.7269150428721189e-19,8.960531158692264e-19,1.7718150814103037e-19,9.469504699576321e-19,2.18145,,,0.36255,2.10135,,,0.36315,2.01575,,,0.36425,1.92645,,,0.36335,1.87985,,,0.36445
59,Nd,60.0,-5.170976978333375e-19,-2.883228981493056e-19,-2.883228981493056e-19,-2.883228981493056e-19,2.345108643615817e-19,9.232546141951782e-19,2.236366192611264e-19,9.501291883732994e-19,2.09965,,,0.34895,2.05265,,,0.34955,1.99605,,,0.35005,1.92485,,,0.34925,1.8833500000000003,,,0.35005
60,Pm,61.0,-5.208996629544961e-19,-2.9971437392319364e-19,-2.9971437392319364e-19,-2.9971437392319364e-19,2.4683464670759046e-19,9.20015894277197e-19,2.4936437143793282e-19,9.456703308376128e-19,2.14745,,,0.33615,2.06885,,,0.33665,1.9744500000000005,,,0.33685,1.88455,,,0.33615,1.8350500000000003,,,0.33675
61,Sm,62.0,-5.299327347425666e-19,-3.540409787812801e-19,-3.540409787812801e-19,-3.540409787812801e-19,2.714564163611374e-19,9.313489386582066e-19,2.81133931651776e-19,9.485558509316736e-19,2.12775,,,0.32445,2.05085,,,0.32485,1.94465,,,0.32455,1.86225,,,0.32425,1.81205,,,0.32475
62,Eu,63.0,-3.984020450579904e-19,-3.984020450579904e-19,-3.984020450579904e-19,-3.984020450579904e-19,2.8647563655049573e-19,9.408011558589421e-19,3.048141021072e-19,9.521879853310272e-19,2.15615,,,0.31355,2.04925,,,0.31355,1.9180500000000005,,,0.31345,1.8430500000000003,,,0.31335,1.79825,,,0.31375
63,Gd,64.0,-2.7365657336250244e-19,-2.7365657336250244e-19,-1.3999819312550402e-19,-2.7365657336250244e-19,3.892411516163553e-19,9.466822335365433e-19,3.9461610170304e-19,9.785245646237377e-19,1.9462500000000005,1.4142500000000002,,0.30345,1.91735,,1.3133500000000002,0.30395,1.87265,,1.1808500000000002,0.30385,1.8228500000000003,,1.09475,0.30335,1.7926500000000003,,1.0681500000000002,0.30385
