,chemical_symbol,atomic_number,atomic_energy_hfomo,atomic_energy_hpomo,atomic_energy_lfumo,atomic_energy_lpumo,electron_affinity_energy_difference,ionization_energy_energy_difference,electron_affinity_half_charged_homo,ionization_energy_half_charged_homo,atomic_radius_neg_charged_s,atomic_radius_neg_charged_p,atomic_radius_neg_charged_d,atomic_radius_neg_charged,atomic_radius_neg_half_charged_s,atomic_radius_neg_half_charged_p,atomic_radius_neg_half_charged_d,atomic_radius_neg_half_charged,atomic_radius_s,atomic_radius_p,atomic_radius_d,atomic_radius,atomic_radius_half_charged_s,atomic_radius_half_charged_p,atomic_radius_half_charged_d,atomic_radius_half_charged,atomic_radius_charged_s,atomic_radius_charged_p,atomic_radius_charged_d,atomic_radius_charged
20,Sc,21.0,-6.618094945772353e-19,-5.192109687961728e-19,-5.192109687961728e-19,-5.192109687961728e-19,1.5108834914330273e-19,1.1172521708055912e-18,1.7173250545368962e-19,1.1434958847376513e-18,1.84465,0.63405,,0.63405,1.7405500000000005,,0.6031500000000001,0.6031500000000001,1.62685,,0.58055,0.58055,1.55675,,0.57245,0.57245,1.5253500000000002,,0.57275,1.5253500000000002
21,Ti,22.0,-7.168122179692992e-19,-7.168122179692992e-19,-6.933291152382335e-19,-7.168122179692992e-19,4.155860782420258e-20,1.166224306203802e-18,5.940550474602241e-20,1.1680684675708609e-18,1.74565,0.5507500000000001,,0.5507500000000001,1.63525,,0.53215,0.53225,1.5271500000000002,,0.51705,0.51705,1.4873500000000002,,0.51735,0.51735,1.45405,,0.51805,0.51805
22,V,23.0,-7.251803864597376e-19,-7.251803864597376e-19,-7.15846105466957e-19,-7.251803864597376e-19,-4.1307485866036286e-20,1.186645079037688e-18,-3.5464179501407996e-20,1.1875957962251713e-18,1.6661500000000002,0.49185,,0.49195,1.5515500000000002,,0.47995,0.48005,1.46605,,0.47345,0.47345,1.4265500000000002,,0.47445,0.47445,1.39095,,0.47545,0.47535
23,Cr,24.0,-7.291970432480832e-19,-7.291970432480832e-19,-7.2413736947959685e-19,-7.291970432480832e-19,-1.0409301611204453e-19,1.2058583570423805e-18,-1.2900565933019518e-19,1.2070125746926464e-18,1.59295,0.44655,,0.44655,1.4791500000000002,,0.43895,0.43885,1.41345,,0.43705,0.43705,1.3723500000000002,,0.43795,0.43785,1.3342500000000002,,0.43865,0.43865
24,Mn,25.0,-7.235477684831423e-19,-7.253502171815426e-19,2.67931996296384e-19,-7.253502171815426e-19,-1.1483509926062533e-19,1.2247441885961933e-18,-1.830775181055744e-19,1.2273506047170814e-18,1.4628500000000002,0.41135,,0.41145,1.3926500000000002,,0.40585,0.40585,1.35885,,0.40605,0.40605,1.32845,,0.40675,0.40675,1.2908500000000005,,0.40645,0.40645
25,Fe,26.0,-7.327586818761215e-19,-7.340163905234496e-19,-9.218764058421118e-20,-7.340163905234496e-19,-1.822437774339448e-19,1.2418455222405721e-18,-2.3833658975696643e-19,1.2335798674187522e-18,1.4631500000000002,0.37835,,0.37835,1.3697500000000002,,0.37795,0.37795,1.3235500000000002,,0.38005,0.38015,1.2813500000000002,,0.38285,0.38275,1.2288500000000002,,0.38405,0.38405
26,Co,27.0,-7.351763663969089e-19,-7.393003690188479e-19,2.52198621880128e-20,-7.393003690188479e-19,-1.9477117079859976e-19,1.2741978950265874e-18,-2.304747090787008e-19,1.24933727448432e-18,1.4129500000000002,0.35525,,0.35525,1.3296500000000002,,0.35525,0.35525,1.2831500000000002,,0.35705,0.35705,1.23985,,0.35925,0.35915,1.18115,,0.35925,0.35935
27,Ni,28.0,-7.432449278592574e-19,-7.432449278592574e-19,-7.356826542090816e-19,-7.432449278592574e-19,-1.9515606649613044e-19,1.311503382419159e-18,-2.212093216806144e-19,1.2655625171231614e-18,1.37075,0.33405,,0.33405,1.2928500000000005,,0.33445,1.2928500000000005,1.24565,,0.33585,0.33585,1.2008500000000002,,0.33765,0.33765,1.1383500000000002,,0.33765,0.33765
28,Cu,29.0,-7.721738289244224e-19,-7.721738289244224e-19,-7.721738289244224e-19,-7.721738289244224e-19,-2.2719928007776473e-19,1.3849583066626654e-18,-2.487651573817536e-19,1.3752987982349953e-18,1.3413500000000005,0.31785,,0.31785,1.2473500000000002,,0.31715,1.2473500000000002,1.1950500000000002,,0.31735,1.1950500000000002,1.15295,,0.31685,1.15295,1.1245500000000002,,0.31625,0.31625
29,Zn,30.0,-9.926910103048514e-19,-9.926910103048514e-19,-1.4260333231092482e-19,-1.4260333231092482e-19,2.392764698217238e-19,1.6371102907838826e-18,2.4542461912738563e-19,1.6318777709963905e-18,1.1500500000000002,0.29825,1.81675,1.81675,1.12495,1.7027500000000002,0.29825,1.7027500000000002,1.0998500000000002,,0.29825,1.0998500000000002,1.0694500000000002,,0.29805,1.0694500000000002,1.04655,,0.29765,1.04655
30,Ga,31.0,-1.4489588683762753e-18,-4.1506948844417287e-19,-4.1506948844417287e-19,-4.1506948844417287e-19,5.394726070234783e-20,9.416485791266837e-19,6.053343708706561e-20,9.295908862712641e-19,1.0216500000000002,0.28105,1.57485,1.57485,1.01015,1.44555,0.28105,1.44555,0.99695,1.33675,0.28105,1.33675,0.98255,1.2550500000000002,0.28105,1.2550500000000002,0.96755,1.19725,0.28095,0.96755
31,Ge,32.0,-1.901354265555225e-18,-6.361586468782271e-19,-6.361586468782271e-19,-6.361586468782271e-19,-1.0849305133546949e-19,1.222022037647518e-18,-1.025697450869952e-19,1.2116845217188993e-18,0.92895,0.26545,1.2976500000000002,1.2976500000000002,0.92285,1.22415,0.26545,1.22405,0.91605,1.1645500000000002,0.26545,1.1645500000000002,0.90865,1.1182500000000002,0.26545,1.1182500000000002,0.90095,1.0832500000000005,0.26535,1.0832500000000005
32,As,33.0,-8.500412148719232e-19,-8.500412148719232e-19,-8.500412148719232e-19,-8.500412148719232e-19,-2.6542873471398303e-19,1.4932984013995541e-18,-2.6003807208570242e-19,1.484320508573952e-18,0.86005,0.25145,1.12295,1.12295,0.85545,1.0795500000000002,0.25145,1.0794500000000002,0.8500500000000001,1.0437500000000002,0.25145,1.0437500000000002,0.84385,1.0150500000000002,0.25145,1.0150500000000002,0.8370500000000001,0.99245,0.25145,0.99245
33,Se,34.0,-1.06360494971808e-18,-1.06360494971808e-18,8.255743756956865e-19,-1.06360494971808e-18,-4.2236571906612415e-19,1.762828807597039e-18,-4.178925236500225e-19,1.7549874203620413e-18,0.80205,0.23885,1.00375,1.00375,0.7987500000000001,0.97575,0.23885,0.97575,0.7946500000000001,0.95205,0.23885,0.95205,0.78995,0.93245,0.23875,0.93245,0.78485,0.91635,0.23875,0.91625
34,Br,35.0,-1.280810432023315e-18,-1.280810432023315e-18,9.033440288693185e-19,-1.280810432023315e-18,-5.821603071817533e-19,2.034525143500632e-18,-5.797620298260672e-19,2.0280399731385024e-18,0.75295,0.22735,0.91525,0.91525,0.7502500000000001,0.8956500000000001,0.22735,0.8956500000000001,0.74705,0.87875,0.22735,0.87875,0.7433500000000001,0.8643500000000001,0.22735,0.8643500000000001,0.7393500000000001,0.8522500000000001,0.22735,0.8521500000000001
35,Kr,36.0,-1.5037805458101888e-18,-1.5037805458101888e-18,6.319224918928322e-19,6.319224918928322e-19,3.0020285033706045e-19,2.313458344573813e-18,2.953900992236544e-19,2.307501232398164e-18,2.50825,,,2.50825,2.46155,,,2.46155,0.70555,0.81805,0.21695,0.81805,0.70345,0.8098500000000001,0.21695,0.8098500000000001,0.70125,0.8028500000000001,0.21695,0.8028500000000001
36,Rb,37.0,-3.6932734592033283e-19,-3.6932734592033283e-19,-3.6932734592033283e-19,-3.6932734592033283e-19,-6.293916296464929e-20,6.849709122858219e-19,-6.201705263792639e-20,6.887757292819202e-19,2.59365,,,2.59365,2.36215,,,2.36215,2.24005,,,2.24005,2.17375,,,2.17375,0.66455,0.75305,0.20745,0.75305
37,Sr,38.0,-5.805855486091586e-19,-5.805855486091586e-19,-1.9677292386017281e-19,-1.9677292386017281e-19,1.609925772363905e-19,9.679558385939186e-19,1.7994686498853121e-19,9.6603239351136e-19,2.10075,1.46965,,2.24425,2.01765,,1.2572500000000002,1.2572500000000002,1.91425,,,1.91425,1.8453500000000005,,,1.8453500000000005,1.7931500000000002,,,1.7931500000000002
38,Y,39.0,-6.429791127529728e-19,-3.853859621906112e-19,-3.853859621906112e-19,-3.853859621906112e-19,1.514414800872075e-19,1.0150747154589209e-18,1.6202331513164158e-19,9.980631085143937e-19,1.94865,1.0817500000000002,,1.0817500000000002,1.85415,,1.0070500000000002,1.0070500000000002,1.76185,,0.95715,0.95715,1.6799500000000005,,0.92235,0.92235,1.6216500000000005,,0.90205,1.6216500000000005
39,Zr,40.0,-7.112782999210559e-19,-5.727493027568256e-19,-5.727493027568256e-19,-5.727493027568256e-19,1.7391891576456998e-20,1.1664904998378674e-18,2.6987063000755203e-20,1.2204724604839873e-18,1.83265,0.90785,,0.90785,1.7382500000000003,,0.87675,0.87675,1.6526500000000002,,0.85245,0.85245,1.5854500000000002,,0.8351500000000001,0.8351500000000001,1.5634500000000002,,0.83445,0.83445
40,Nb,41.0,-7.573152429431232e-19,-7.573152429431232e-19,-7.4258643326810885e-19,-7.573152429431232e-19,-1.2014703253134493e-19,1.1891613470909085e-18,-1.106495217856896e-19,1.1906126948021377e-18,1.7448500000000002,0.8119500000000001,,0.8118500000000001,1.6463500000000002,,0.79245,0.79245,1.5672500000000005,,0.77675,0.77675,1.5387500000000005,,0.7764500000000001,0.7764500000000001,1.51445,,0.7764500000000001,0.7764500000000001
41,Mo,42.0,-7.184880947146559e-19,-7.184880947146559e-19,-7.153942916598912e-19,-7.184880947146559e-19,-2.0214819438878808e-19,1.1677981002568645e-18,-2.3292924366176643e-19,1.1566321308515905e-18,1.6760500000000005,0.74385,,0.74385,1.5753500000000005,,0.73075,0.73065,1.53055,,0.7292500000000001,0.7292500000000001,1.4986500000000005,,0.72995,0.72995,1.4567500000000002,,0.72455,0.72455
42,Tc,43.0,-6.740260913108353e-19,-6.740260913108353e-19,-6.709130621366206e-19,-6.740260913108353e-19,-2.1749363376182803e-19,1.1942432750976009e-18,-2.3136872363310725e-19,1.1314939796712385e-18,1.6143500000000002,0.6889500000000001,,0.6889500000000001,1.54225,,0.68635,0.68635,1.5009500000000002,,0.6867500000000001,0.6867500000000001,1.46145,,0.6867500000000001,0.6867500000000001,1.4005500000000002,,0.68025,0.68025
43,Ru,44.0,-6.300912040152578e-19,-6.300912040152578e-19,-6.205518444150143e-19,-6.300912040152578e-19,-1.832382484622968e-19,1.2711319714516684e-18,-1.8619054727978881e-19,1.2524150557728768e-18,1.5634500000000002,0.6466500000000001,,0.6466500000000001,1.5131500000000002,,0.64735,0.64735,1.4691500000000002,,0.64795,0.64795,1.4141500000000002,,0.64485,0.64485,1.36505,,0.63975,0.63985
44,Rh,45.0,-6.015836754013633e-19,-6.015836754013633e-19,-5.726964309283392e-19,-6.015836754013633e-19,-1.2772122638118915e-19,1.3830420217150918e-18,-1.35528120353472e-19,1.3743599227352065e-18,1.55225,0.61215,,0.6122500000000001,1.4953500000000002,,0.61295,0.61305,1.4399500000000005,,0.6133500000000001,0.6133500000000001,1.3681500000000002,,0.60895,0.60895,1.31875,,0.60485,0.60485
45,Pd,46.0,-6.978216184829569e-19,-6.978216184829569e-19,-5.906888743799233e-19,-5.906888743799233e-19,-1.118487670076225e-19,1.495907369780435e-18,-1.056971938507968e-19,1.4824651880470661e-18,1.54225,0.58225,,1.54225,1.4712500000000002,,0.58195,1.4712500000000002,1.4021500000000002,,0.5809500000000001,0.5809500000000001,1.32845,,0.57745,0.57745,1.2757500000000002,,0.57425,0.57425
46,Ag,47.0,-7.475563851458302e-19,-7.475563851458302e-19,-7.475563851458302e-19,-7.475563851458302e-19,-2.2562839715967867e-19,1.3172532370318478e-18,-2.2244940638511363e-19,1.3093964672916291e-18,1.44525,0.54965,,1.44525,1.37285,,0.54925,1.37285,1.3160500000000002,,0.54865,1.3160500000000002,1.27255,,0.5478500000000001,1.27255,1.24035,,0.5468500000000001,0.5468500000000001
47,Cd,48.0,-9.487016490041664e-19,-9.487016490041664e-19,-1.6285484479783681e-19,-1.6285484479783681e-19,2.1703960896043845e-19,1.5422862653699727e-18,2.223789106137984e-19,1.5389467204601282e-18,1.2810500000000002,0.51935,1.90915,1.90915,1.2551500000000002,1.8152500000000005,0.51925,1.8152500000000005,1.2292500000000002,,0.51915,1.2292500000000002,1.1986500000000002,,0.5185500000000001,1.1986500000000002,1.1742500000000002,,0.51775,1.1742500000000002
48,In,49.0,-1.3356529377532992e-18,-4.0466495346869774e-19,-4.0466495346869774e-19,-4.0466495346869774e-19,3.878233534946359e-20,8.912821543291055e-19,4.4223279087321605e-20,8.814631027590528e-19,1.1605500000000002,0.49295,1.6889500000000002,1.6889500000000002,1.1486500000000002,1.5891500000000005,0.49295,1.5891500000000005,1.1361500000000002,1.5016500000000002,0.49285,1.5016500000000002,1.12325,1.42915,0.49275,1.42915,1.1103500000000002,1.3705500000000002,0.49255,1.1103500000000002
49,Sn,50.0,-1.7150099093198398e-18,-6.026042619088129e-19,-6.026042619088129e-19,-6.026042619088129e-19,-1.1897021778465417e-19,1.1328553170924617e-18,-1.1390194032591358e-19,1.1246446746173185e-18,1.07685,0.46945,1.4763500000000005,1.4765500000000005,1.0692500000000005,1.4041500000000002,0.46935,1.4041500000000002,1.06085,1.34685,0.46935,1.34685,1.0514500000000002,1.30265,0.46925,1.30265,1.0418500000000002,1.2692500000000002,0.46915,1.2692500000000002
50,Sb,51.0,-7.898458370518463e-19,-7.898458370518463e-19,-7.898458370518463e-19,-7.898458370518463e-19,-2.5550796575466897e-19,1.3633040709299977e-18,-2.5209287822315523e-19,1.356995532518976e-18,1.00985,0.44825,1.31455,1.31455,1.00415,1.2695500000000002,0.44825,1.2694500000000002,0.99805,1.23185,0.44825,1.23195,0.99145,1.2010500000000002,0.44815,1.2010500000000002,0.98455,1.17555,0.44815,1.17555
51,Te,52.0,-9.738061544754818e-19,-9.738061544754818e-19,7.509241604027521e-19,-9.738061544754818e-19,-4.033079419107704e-19,1.5871131484699129e-18,-4.0030062435363844e-19,1.5814909184488513e-18,0.95265,0.42925,1.19395,1.19395,0.94885,1.1664500000000002,0.42925,1.1664500000000002,0.94435,1.1424500000000002,0.42925,1.1425500000000002,0.93935,1.1218500000000002,0.42915,1.1220500000000002,0.93395,1.10455,0.42915,1.1044500000000002
52,I,53.0,-1.1568468225187778e-18,-1.1568468225187778e-18,7.53671893307424e-19,-1.1568468225187778e-18,-5.461568718662312e-19,1.8082875907756412e-18,-5.452239084114817e-19,1.8038457964133374e-18,0.90395,0.41195,1.10895,1.10885,0.90095,1.0875500000000002,0.41195,1.0877500000000002,0.8974500000000001,1.0692500000000005,0.41195,1.0693500000000002,0.8934500000000001,1.0535500000000002,0.41185,1.0536500000000002,0.88915,1.04045,0.41185,1.04045
53,Xe,54.0,-1.341694745790336e-18,-1.341694745790336e-18,2.1342114112690561e-19,2.1342114112690561e-19,2.984945247119946e-19,2.03489945201586e-18,2.9533081868868483e-19,2.0312347133203773e-18,2.69635,,,2.69635,2.63875,,,2.63875,0.85585,1.0075500000000002,0.39605,1.0075500000000002,0.85395,0.99885,0.39605,0.99885,0.85195,0.99145,0.39605,0.99145
54,Cs,55.0,-3.4345219349441283e-19,-3.4345219349441283e-19,-3.4345219349441283e-19,-3.4345219349441283e-19,-5.814598562942295e-20,6.386487177383433e-19,-5.778890853563521e-20,6.407344633072321e-19,2.84415,,,2.84415,2.60325,,,2.60325,2.45905,,,2.45905,2.37465,,,2.37465,0.81365,0.93825,0.38155,0.93825
55,Ba,56.0,-5.312721543975552e-19,-5.312721543975552e-19,-3.221704814403264e-19,-3.221704814403264e-19,1.598967781465231e-19,8.842916494546515e-19,1.668843189991488e-19,8.831405816810305e-19,2.58285,,,1.2818500000000002,2.30975,,,1.2817500000000002,2.14815,,,2.14815,2.08475,,,2.08475,2.03905,,,2.03905
56,La,57.0,-5.422855164889344e-19,-4.12304131596672e-19,-4.12304131596672e-19,-4.12304131596672e-19,7.882460636236034e-20,9.304282318516231e-19,8.555302719747841e-20,9.34813982055072e-19,2.19045,1.3100500000000002,,1.3100500000000002,2.10655,,1.2551500000000002,1.2551500000000002,2.02335,,1.21195,1.21195,1.94695,,1.17735,0.39875,1.90515,,1.16345,1.90515
57,Ce,58.0,-5.767595508386879e-19,-4.0748478432130563e-19,-4.0748478432130563e-19,-4.0748478432130563e-19,8.971194124589624e-20,9.46870088764125e-19,9.614181248434561e-20,1.0214356610586241e-18,2.11085,1.3201500000000002,,1.32025,2.05835,,1.2547500000000005,1.2546500000000005,2.00015,,1.2030500000000002,0.38085,1.93105,,1.1567500000000002,0.38085,1.89425,,1.14285,0.38195
58,Pr,59.0,-5.341592766682367e-19,-3.2897652772548483e-19,-3.2897652772548483e-19,-3.2897652772548483e-19,1.6141533716243285e-19,9.21667770401125e-19,1.6583969984238721e-19,9.698712086947969e-19,2.15115,,,0.36285,2.06855,,,0.36365,1.98575,,,0.36455,1.9039500000000005,,,0.36365,1.86075,,,0.36465
59,Nd,60.0,-5.3238246279576965e-19,-2.93094180126048e-19,-2.93094180126048e-19,-2.93094180126048e-19,2.0940424400241501e-19,9.370070093590045e-19,2.12200282541856e-19,9.7468414726368e-19,2.07295,,,0.34895,2.02245,,,0.34965,1.96485,,,0.35025,1.8936500000000005,,,0.34925,1.85445,,,0.34995
60,Pm,61.0,-5.395506009972288e-19,-3.2644669084124173e-19,-3.2644669084124173e-19,-3.2644669084124173e-19,2.3293454686239054e-19,9.488482802117911e-19,2.359221095894208e-19,9.717794010501694e-19,2.11635,,,0.33605,2.03365,,,0.33655,1.94135,,,0.33665,1.86045,,,0.33595,1.81535,,,0.33655
61,Sm,62.0,-5.4910598236368e-19,-3.8125234650894723e-19,-3.8125234650894723e-19,-3.8125234650894723e-19,2.5637573666236384e-19,9.611084561539645e-19,2.669658837940416e-19,9.759466624408705e-19,2.09625,,,0.32415,2.01495,,,0.32465,1.9118500000000005,,,0.32435,1.83775,,,0.32395,1.7918500000000002,,,0.32445
62,Eu,63.0,-4.258184913931201e-19,-4.258184913931201e-19,-4.258184913931201e-19,-4.258184913931201e-19,2.707607032049718e-19,9.712283324082654e-19,2.911443311785344e-19,9.805849637580864e-19,2.12645,,,0.31325,2.01385,,,0.31365,1.8854500000000003,,,0.31305,1.81745,,,0.31295,1.7754500000000002,,,0.31335
63,Gd,64.0,-3.0545497275552003e-19,-3.0545497275552003e-19,-1.6545677963001598e-19,-3.0545497275552003e-19,3.7214933971479573e-19,9.782948285219321e-19,3.786199703209729e-19,1.0068382298665153e-18,1.9301500000000005,1.3960500000000002,,0.30315,1.89805,,1.3116500000000002,0.30355,1.8492500000000005,,1.1908500000000002,0.30345,1.7989500000000005,,1.10885,0.30295,1.7697500000000002,,1.0832500000000005,0.30345
64,Tb,65.0,-4.827806767924224e-19,-4.827806767924224e-19,-1.8947340717580802e-19,-4.827806767924224e-19,2.9830460268777384e-19,9.934987316325606e-19,3.416096903804928e-19,9.989859622479745e-19,2.08985,,,0.29385,1.9723500000000005,,,0.29415,1.83225,,,0.29345,1.77235,,,0.29345,1.7328500000000002,,,0.29375
65,Dy,66.0,-4.986374188084799e-19,-4.986374188084799e-19,-1.7006143523819518e-19,-4.986374188084799e-19,3.082576443080188e-19,1.0059434142266129e-18,3.618099332155392e-19,1.0109157693664512e-18,2.06605,,,0.28515,1.94865,,,0.28535,1.80655,,,0.28475,1.74985,,,0.28475,1.7121500000000005,,,0.28495
66,Ho,67.0,-5.06239746874176e-19,-5.06239746874176e-19,-1.496224680866496e-19,-5.06239746874176e-19,3.193875487071172e-19,1.019226115302894e-18,3.8146543599951364e-19,1.025306519774477e-18,2.02785,,,0.27705,1.92855,,,0.27715,1.7813500000000002,,,0.27665,1.7203500000000005,,,0.27665,1.67935,,,0.27685
