,chemical_symbol,atomic_number,atomic_energy_hfomo,atomic_energy_hpomo,atomic_energy_lfumo,atomic_energy_lpumo,electron_affinity_energy_difference,ionization_energy_energy_difference,electron_affinity_half_charged_homo,ionization_energy_half_charged_homo,r_up_s_neg_1.0,r_up_p_neg_1.0,r_up_d_neg_1.0,r_up_val_neg_1.0,r_up_s_neg_0.5,r_up_p_neg_0.5,r_up_d_neg_0.5,r_up_val_neg_0.5,r_up_s_0.0,r_up_p_0.0,r_up_d_0.0,r_up_val_0.0,r_up_s_0.5,r_up_p_0.5,r_up_d_0.5,r_up_val_0.5,r_up_s_1.0,r_up_p_1.0,r_up_d_1.0,r_up_val_1.0,r_dn_s_neg_1.0,r_dn_p_neg_1.0,r_dn_d_neg_1.0,r_dn_val_neg_1.0,r_dn_s_neg_0.5,r_dn_p_neg_0.5,r_dn_d_neg_0.5,r_dn_val_neg_0.5,r_dn_s_0.0,r_dn_p_0.0,r_dn_d_0.0,r_dn_val_0.0,r_dn_s_0.5,r_dn_p_0.5,r_dn_d_0.5,r_dn_val_0.5,r_dn_s_1.0,r_dn_p_1.0,r_dn_d_1.0,r_dn_val_1.0
79,Hg,80.0,-1.087943614764653e-18,-1.087943614764653e-18,-1.199421461863296e-19,-1.199421461863296e-19,2.455846285151053e-19,1.6887571719325311e-18,2.51093120011776e-19,1.685387265777869e-18,1.21005,1.94435,0.61665,1.94435,1.1881500000000005,1.82765,0.6162500000000001,1.82765,1.16775,,0.61575,1.16775,1.1425500000000002,,0.61505,1.1425500000000002,1.1222500000000002,,0.6142500000000001,1.1222500000000002,1.1963500000000002,1.94435,0.61665,1.94435,1.1821500000000005,1.82765,0.6162500000000001,1.82765,1.16775,,0.61575,1.16775,1.14365,,0.61505,1.1425500000000002,1.1236500000000005,,0.6142500000000001,1.1222500000000002
80,Tl,81.0,-1.4521520063815298e-18,-3.880279514383104e-19,-2.8483656182244483e-19,-3.880279514383104e-19,3.234169748085054e-20,8.443350948970466e-19,3.5507438270169596e-20,8.3666304008824335e-19,1.1197500000000002,1.7354500000000002,0.59125,1.7354500000000002,1.1100500000000002,1.63075,0.5910500000000001,1.63075,1.1003500000000002,1.5435500000000002,0.59075,1.5435500000000002,1.09085,1.4754500000000002,0.59035,1.4754500000000002,1.0817500000000002,1.41715,0.58975,1.0817500000000002,1.1095500000000005,1.7354500000000002,0.59125,1.7354500000000002,1.10335,1.63075,0.5910500000000001,1.63075,1.0963500000000002,1.5435500000000002,0.59075,1.5435500000000002,1.08905,1.4754500000000002,0.59035,1.4754500000000002,1.0817500000000002,1.41715,0.58975,1.0817500000000002
81,Pb,82.0,-1.805846915012717e-18,-6.148256651722752e-19,-4.181184305535552e-19,-6.148256651722752e-19,-1.4822407230365442e-19,1.1133130241297637e-18,-1.4758770377823362e-19,1.1084771103368256e-18,1.05485,1.5192500000000002,0.56835,1.5190500000000002,1.04875,1.4552500000000002,0.56825,1.4551500000000002,1.04255,1.4019500000000005,0.56805,1.4019500000000005,1.0358500000000002,1.3584500000000002,0.56775,1.3584500000000002,1.0293500000000002,1.3238500000000002,0.56745,1.3238500000000002,1.04605,1.5192500000000002,0.56835,1.5190500000000002,1.04205,1.4552500000000002,0.56825,1.4551500000000002,1.0375500000000002,1.4019500000000005,0.56805,1.4019500000000005,1.03265,1.3584500000000002,0.56775,1.3584500000000002,1.0274500000000002,1.3238500000000002,0.56745,1.3238500000000002
82,Bi,83.0,-8.20788674129357e-19,-8.20788674129357e-19,-5.306921664608257e-19,-5.306921664608257e-19,-8.449663203781498e-20,1.3593411831759937e-18,-7.857234366065279e-20,1.357017962991667e-18,0.99845,1.3822500000000002,0.54715,1.3822500000000002,0.99555,1.3339500000000002,0.54725,1.3339500000000002,0.99215,1.2955500000000002,0.54725,1.2957500000000002,0.98765,1.2677500000000002,0.54715,1.2677500000000002,0.98325,1.24595,0.54695,1.24595,0.99505,1.3822500000000002,0.54715,1.3822500000000002,0.99175,1.3339500000000002,0.54725,1.3339500000000002,0.98795,1.2955500000000002,0.54725,1.2957500000000002,0.98465,1.2677500000000002,0.54715,1.2677500000000002,0.98095,1.24595,0.54695,1.24595
83,Po,84.0,-9.708501386101057e-19,-7.832320519611841e-19,7.243712872662335e-19,-7.832320519611841e-19,-2.7910302856031503e-19,1.3227478536957345e-18,-2.756673050216064e-19,1.315082592118848e-18,0.95305,1.27265,0.52825,1.27265,0.95075,1.2425500000000005,0.52835,1.2426500000000005,0.94785,1.2169500000000002,0.52835,1.2168500000000002,0.94435,1.1950500000000002,0.52835,1.1950500000000002,0.94025,1.1767500000000002,0.52825,1.1766500000000002,0.95135,1.27265,0.52825,1.27265,0.94825,1.2425500000000005,0.52835,1.2426500000000005,0.94465,1.2169500000000002,0.52835,1.2168500000000002,0.94065,1.1950500000000002,0.52835,1.1950500000000002,0.93645,1.1767500000000002,0.52825,1.1766500000000002
84,At,85.0,-1.1057133556659456e-18,-1.013753224161888e-18,7.506726186732866e-19,-1.013753224161888e-18,-4.641488687608932e-19,1.593978218947877e-18,-4.63405554917088e-19,1.5894441231945025e-18,0.91195,1.19385,0.51095,1.19385,0.91005,1.1700500000000005,0.51095,1.1699500000000005,0.90775,1.1500500000000002,0.51095,1.1500500000000002,0.90505,1.13325,0.51095,1.13325,0.90185,1.11935,0.51095,1.11935,0.91195,1.19385,0.51095,1.19385,0.90955,1.1700500000000005,0.51095,1.1699500000000005,0.90665,1.1500500000000002,0.51095,1.1500500000000002,0.90345,1.13325,0.51095,1.13325,0.89985,1.11935,0.51095,1.11935
85,Rn,86.0,-1.233171312380448e-18,-1.233171312380448e-18,2.682988947425472e-19,2.682988947425472e-19,2.6962592955698e-19,1.8537430718345586e-18,2.710530363537024e-19,1.851507346528896e-18,2.67895,,,2.67895,2.61565,,,2.61565,0.87195,1.0933500000000005,0.4950500000000001,1.0934500000000005,0.8704500000000001,1.08075,0.4950500000000001,1.08085,0.86885,1.07025,0.4950500000000001,1.0701500000000002,2.65625,,,2.67895,2.60235,,,2.61565,0.87195,1.0933500000000005,0.4950500000000001,1.0934500000000005,0.8703500000000001,1.08075,0.4950500000000001,1.08085,0.86855,1.07025,0.4950500000000001,1.0701500000000002
86,Fr,87.0,-3.6552858515241603e-19,-3.6552858515241603e-19,-2.6067413620416e-19,-2.6067413620416e-19,-3.643223062860152e-20,6.616827143575562e-19,-3.5513846976652803e-20,6.586195609252223e-19,2.88065,,,2.88065,2.60595,,,2.60595,2.41445,,,2.41445,2.33655,,,2.33655,0.8361500000000001,1.0250500000000002,0.48035,1.0249500000000002,2.88065,,,2.88065,2.58905,,,2.60595,2.34545,,,2.41445,2.29505,,,2.33655,0.8361500000000001,1.0250500000000002,0.48035,1.0249500000000002
87,Ra,88.0,-5.20410999085152e-19,-5.20410999085152e-19,-1.8176533545313921e-19,-1.8176533545313921e-19,1.5841263388811205e-19,8.47418483773521e-19,1.8621938645896322e-19,8.449094431555007e-19,2.37365,,,2.65295,2.26815,,,2.65315,2.16335,,,2.16335,2.09675,,,2.09675,2.04865,,,2.04865,2.33125,,,2.65295,2.26935,,,2.65315,2.16335,,,2.16335,2.09835,,,2.09675,2.02485,,,2.04865
88,Ac,89.0,-6.182078600187842e-19,-3.465876531413184e-19,-5.962660511969279e-20,-3.465876531413184e-19,7.572069359705136e-20,8.230191122791744e-19,8.272678763838719e-20,8.103777304473985e-19,2.17625,,1.56215,1.56215,2.07635,,1.4713500000000002,1.4713500000000002,1.99285,,1.4042500000000002,1.4042500000000002,1.92685,,1.3541500000000002,1.3541500000000002,1.8757500000000005,,1.31665,1.8757500000000005,2.17625,,1.56215,1.56215,2.07625,,1.4713500000000002,1.4713500000000002,1.99285,,1.4042500000000002,1.4042500000000002,1.92685,,1.3541500000000002,1.3541500000000002,1.8757500000000005,,1.31665,1.8757500000000005
89,Th,90.0,-6.462267247633343e-19,-4.061405581364545e-19,7.686922991274241e-20,-4.061405581364545e-19,5.96279669511387e-20,8.946899038992333e-19,6.463981576617599e-20,8.880047899017792e-19,2.00945,,1.37915,1.37915,1.95115,,1.34275,1.34275,1.89635,,1.3116500000000002,1.3116500000000002,1.84665,,1.2849500000000005,1.2849500000000005,1.8028500000000005,,1.2613500000000002,0.61715,2.00955,,1.37915,1.37915,1.95105,,1.34275,1.34275,1.89635,,1.3116500000000002,1.3116500000000002,1.84665,,1.2849500000000005,1.2849500000000005,1.8028500000000005,,1.2613500000000002,0.61715
90,Pa,91.0,-5.625113941499138e-19,-3.7978315054767367e-19,-2.4706204363384324e-19,-3.7978315054767367e-19,7.094116041108578e-20,9.030110805500398e-19,7.49065635522624e-20,8.386000716227905e-19,1.9664500000000005,,1.37505,1.37495,1.92025,,1.3353500000000005,1.3353500000000005,1.87585,,1.30045,0.58945,1.83445,,1.27215,0.59225,1.7750500000000002,,1.23165,0.58935,2.02095,,1.37505,1.37495,1.96945,,1.3353500000000005,1.3353500000000005,1.91715,,0.58935,0.58945,1.86695,,0.59225,0.59225,1.79855,,1.23165,0.58935
91,U,92.0,-5.330762052725759e-19,-2.866966888791936e-19,-1.5490324222880642e-19,-2.866966888791936e-19,3.825106959225987e-20,8.852315182416702e-19,1.6508026812412805e-19,9.546601438569217e-19,1.93835,,1.3815500000000005,0.56265,1.90925,,1.3501500000000002,0.56645,1.87395,,1.3118500000000002,0.5689500000000001,1.81045,,1.25035,0.56625,1.7806500000000005,,1.2365500000000005,0.56875,1.9784500000000005,,0.55845,0.56265,1.95575,,0.56645,0.56645,1.91905,,0.5689500000000001,0.5689500000000001,1.85045,,0.56625,0.56625,1.8170500000000005,,0.56875,0.56875
92,Np,93.0,-5.037772014080063e-19,-2.042566908559296e-19,-6.95937458776896e-20,-2.042566908559296e-19,2.6016217667914435e-19,8.900852322468481e-19,2.5354605241822083e-19,9.840921283810176e-19,1.9299500000000005,,1.4229500000000002,0.54495,1.89935,,1.37325,0.54725,1.86575,,1.32635,0.54935,1.7931500000000002,,1.24215,0.54505,1.7769500000000005,,1.2426500000000005,0.54945,1.97875,,0.54495,0.54495,1.9499500000000003,,0.54715,0.54725,1.91755,,0.54935,0.54935,1.84155,,0.54505,0.54505,1.80555,,0.54945,0.54945
93,Pu,94.0,-5.317095486150338e-19,-4.909694015013311e-19,-2.2238211496704e-19,-4.909694015013311e-19,2.208184066221424e-19,8.959732954202937e-19,2.737494996065088e-19,8.800708112755777e-19,2.01735,,,0.52325,1.93925,,,0.52395,1.8270500000000005,,,0.52575,1.7867500000000005,,,0.52595,1.7345500000000005,,,0.52745,2.15855,,,0.52325,2.05535,,,0.52395,1.89935,,,0.52575,1.8432500000000005,,,0.52595,1.7489500000000002,,,0.52745
94,Am,95.0,-5.388119975750399e-19,-5.388119975750399e-19,-2.0863383738395522e-19,-2.0863383738395522e-19,2.754970256955059e-19,9.311195229438549e-19,2.838960841460352e-19,9.310136191105345e-19,1.90715,,,0.50515,1.8511500000000003,,,0.50495,1.7893500000000002,,,0.50455,1.7402500000000003,,,0.5044500000000001,1.6883500000000002,,,0.5044500000000001,1.97705,,,0.50515,1.9261500000000005,,,0.50495,1.86505,,,0.50455,1.80955,,,0.5044500000000001,1.72575,,,0.5044500000000001
95,Cm,96.0,-5.510478204280896e-19,-1.9021681712785925e-19,-5.473035336652799e-20,-1.9021681712785925e-19,2.576273409890721e-19,8.947786324242541e-19,2.603873465890368e-19,1.007342915502067e-18,1.8008500000000005,,1.3170500000000005,0.48595,1.7767500000000005,,1.27805,0.48745,1.7525500000000005,,1.2434500000000002,0.48915,1.6843500000000002,,1.1543500000000002,0.48705,1.6667500000000002,,1.1426500000000002,0.48875,1.8555500000000005,,1.3170500000000005,0.48595,1.83055,,1.27805,0.48745,1.80405,,1.2434500000000002,0.48915,1.7402500000000003,,1.1543500000000002,0.48705,1.7161500000000005,,1.1426500000000002,0.48875
96,Bk,97.0,-5.712913220318975e-19,-3.0045618169862395e-19,-1.3816370089468801e-19,-3.0045618169862395e-19,2.1267479920370912e-19,9.720753230662645e-19,3.43883179005408e-19,1.0321013508232897e-18,1.9178500000000005,,,0.47395,1.84185,,,0.47425,1.74785,,,0.47335,1.6664500000000002,,,0.47185,1.6375500000000005,,,0.47335,1.9783500000000005,,,0.47395,1.90925,,,0.47425,1.8027500000000003,,,0.47335,1.7083500000000005,,,0.47185,1.6556500000000005,,,0.47335
97,Cf,98.0,-5.848681667165569e-19,-4.316728447655232e-19,-1.04558046273408e-19,-4.316728447655232e-19,2.9995138392514647e-19,9.917296242463484e-19,4.1800307383685764e-19,9.885285554440128e-19,1.9498500000000003,,,0.46125,1.87395,,,0.46315,1.7305500000000005,,,0.45995,1.6738500000000005,,,0.46045,1.62895,,,0.45995,2.01335,,,0.46125,1.9280500000000005,,,0.46315,1.7664500000000003,,,0.45995,1.70175,,,0.46045,1.6358500000000002,,,0.45995
98,Es,99.0,-5.969213414348353e-19,-5.969213414348353e-19,-4.49298389770944e-19,-4.49298389770944e-19,3.4476344687512067e-19,1.1189639971523853e-18,3.920125646942401e-19,1.0062662528128897e-18,1.94495,,,0.44875,1.88015,,,0.45005,1.70985,,,0.44795,1.6517500000000005,,,0.44795,1.6183500000000002,,,0.44845,1.9882500000000003,,,0.44875,1.91495,,,0.45005,1.7369500000000002,,,0.44795,1.6721500000000002,,,0.44795,1.6199500000000002,,,0.44845
99,Fm,100.0,-6.188118806048256e-19,-6.000792315544322e-19,-3.2355956857056e-20,-6.000792315544322e-19,2.749168454850697e-19,1.0527971468855225e-18,2.944864716095232e-19,1.0109029519534848e-18,1.98185,,,0.43615,1.85975,,,0.43825,1.6940500000000005,,,0.43645,1.6541500000000002,,,0.43705,1.6141500000000002,,,0.43765,1.97575,,,0.43615,1.87845,,,0.43825,1.71195,,,0.43645,1.66735,,,0.43705,1.6245500000000002,,,0.43765
100,Md,101.0,-5.873243034762431e-19,-5.603116056495553e-19,4.4269742209324805e-20,-5.603116056495553e-19,1.9440875205488816e-19,9.787852387721133e-19,1.8388501512245765e-19,9.48214587311443e-19,2.06565,,,0.42835,1.83785,,,0.42715,1.7006500000000002,,,1.7006500000000002,1.6485500000000002,,,1.6485500000000002,1.6058500000000002,,,0.42715,2.06565,,,0.42835,1.84395,,,0.42715,1.7061500000000005,,,1.7006500000000002,1.6565500000000002,,,1.6485500000000002,1.6157500000000002,,,0.42715
101,No,102.0,-6.333756660878978e-19,-6.333756660878978e-19,1.55282958087936e-20,1.55282958087936e-20,3.4644265610802503e-19,1.0627719780682817e-18,3.33268758892608e-19,1.0603973921232385e-18,1.75795,,,2.20765,1.70175,,,2.18265,1.6507500000000002,,,1.6507500000000002,1.59485,,,1.59485,1.5529500000000005,,,1.5529500000000005,1.8249500000000003,,,2.20765,1.71195,,,2.18265,1.6507500000000002,,,1.6507500000000002,1.5961500000000002,,,1.59485,1.5428500000000005,,,1.5529500000000005
